0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1.09823e+06 0 0 0 0
1.89693e+06 0 0 0 0
0 0 0 0 0
0 0 0 0 0
295952 0 0 0 0
2.54239e+06 0 0 0 0
4.22622e+06 0 0 0 0
1.52434e+06 0 0 0 0
0 0 0 0 0
832235 0 0 0 0
1.92986e+06 0 0 0 0
2.16582e+06 0 0 0 0
1.50532e+06 0 0 0 0
508334 0 0 0 0
0 0 0 0 0
2.0064e+06 0 0 0 0
1.15444e+06 0 0 0 0
1.0994e+06 0 0 0 0
711935 0 0 0 0
270785 0 0 0 0
0 0 0 0 0
2.40413e+06 0 0 0 0
1.18487e+06 0 0 0 0
1.01748e+06 0 0 0 0
717838 0 0 0 0
306430 0 0 0 0
0 0 0 0 0
1.90392e+06 0 0 0 0
828256 0 0 0 0
773677 0 0 0 0
597728 0 0 0 0
294817 0 0 0 0
0 0 0 0 0
689279 0 0 0 0
331040 0 0 0 0
324123 0 0 0 0
278562 0 0 0 0
145925 0 0 0 0
0 0 0 0 0
343198 0 0 0 0
173987 0 0 0 0
172978 0 0 0 0
161859 0 0 0 0
80819 0 0 0 0
0 0 0 0 0
309129 0 0 0 0
193043 0 0 0 0
210817 0 0 0 0
200694 0 0 0 0
93788 0 0 0 0
0 0 0 0 0
