0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 691964 111977
0 0 0 1.06351e+06 350046
0 0 0 0 0
0 0 0 0 0
0 0 0 189272 11020
0 0 0 1.36691e+06 143114
0 0 0 1.63327e+06 469141
0 0 0 357693 439555
0 0 0 0 0
0 0 0 496331 23603
0 0 0 948882 76616
0 0 0 687984 156708
0 0 0 282541 287823
0 0 0 52565 235743
0 0 0 0 0
0 0 0 965810 58878
0 0 0 356802 61016
0 0 0 219208 112729
0 0 0 88623.4 202372
0 0 0 15178.5 154998
0 0 0 0 0
0 0 0 738075 92015
0 0 0 232212 87112
0 0 0 143733 161454
0 0 0 56120.2 273192
0 0 0 9807.33 220813
0 0 0 0 0
0 0 0 335270 118861
0 0 0 103683 110661
0 0 0 63256.5 200332
0 0 0 22994.9 319941
0 0 0 4928.13 297570
0 0 0 0 0
0 0 0 77828.3 78194
0 0 0 24057.7 72541
0 0 0 13899.6 123718
0 0 0 5332.62 210126
0 0 0 1150.45 206848
0 0 0 0 0
0 0 0 27690.1 57620
0 0 0 8182.38 50934
0 0 0 4691.51 86721
0 0 0 2116.79 162206
0 0 0 411.632 157123
0 0 0 0 0
0 0 0 19373 122221
0 0 0 7542.54 144804
0 0 0 4775.48 276691
0 0 0 2072.93 529064
0 0 0 392.846 482335
0 0 0 0 0
