0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
667 0 0 0 0
1067 0 0 0 0
0 0 0 0 0
0 0 0 0 0
187 0 0 0 0
1507 0 0 0 0
2339 0 0 0 0
858 0 0 0 0
0 0 0 0 0
468 0 0 0 0
1121 0 0 0 0
1268 0 0 0 0
909 0 0 0 0
317 0 0 0 0
0 0 0 0 0
1085 0 0 0 0
667 0 0 0 0
686 0 0 0 0
480 0 0 0 0
158 0 0 0 0
0 0 0 0 0
1306 0 0 0 0
692 0 0 0 0
685 0 0 0 0
407 0 0 0 0
156 0 0 0 0
0 0 0 0 0
1117 0 0 0 0
587 0 0 0 0
548 0 0 0 0
385 0 0 0 0
127 0 0 0 0
0 0 0 0 0
438 0 0 0 0
262 0 0 0 0
214 0 0 0 0
155 0 0 0 0
30 0 0 0 0
0 0 0 0 0
263 0 0 0 0
113 0 0 0 0
116 0 0 0 0
97 0 0 0 0
17 0 0 0 0
0 0 0 0 0
291 0 0 0 0
170 0 0 0 0
178 0 0 0 0
136 0 0 0 0
30 0 0 0 0
0 0 0 0 0
