0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 3.28187e+06 111638 0 0
0 5.21099e+06 347443 0 0
0 0 0 0 0
0 0 0 0 0
0 863415 10791 0 0
0 6.6199e+06 142978 0 0
0 8.43935e+06 470887 0 0
0 2.11729e+06 440431 0 0
0 0 0 0 0
0 2.3424e+06 23594 0 0
0 4.64162e+06 76589 0 0
0 3.71077e+06 156881 0 0
0 1.73903e+06 287877 0 0
0 375647 236254 0 0
0 0 0 0 0
0 4.70083e+06 58304 0 0
0 1.91213e+06 60201 0 0
0 1.33134e+06 113630 0 0
0 612514 202747 0 0
0 122294 155054 0 0
0 0 0 0 0
0 3.96681e+06 91428 0 0
0 1.39711e+06 86926 0 0
0 959193 161302 0 0
0 424133 272771 0 0
0 83989.1 219192 0 0
0 0 0 0 0
0 2.06265e+06 118716 0 0
0 714395 110127 0 0
0 481548 199361 0 0
0 199830 318412 0 0
0 46178.3 295265 0 0
0 0 0 0 0
0 555958 78423 0 0
0 190876 72402 0 0
0 120580 122205 0 0
0 54410.3 208682 0 0
0 12778.9 204699 0 0
0 0 0 0 0
0 216982 57946 0 0
0 71640.8 50992 0 0
0 47074.2 86893 0 0
0 21285.8 160982 0 0
0 5286.84 156319 0 0
0 0 0 0 0
0 170908 122346 0 0
0 71420.9 145116 0 0
0 49310.5 276353 0 0
0 24629.9 526444 0 0
0 5625.58 478772 0 0
0 0 0 0 0
