1 1 0 0 0
1 2 0 0 0
1 3 0 0 0
1 4 0.0292807 0.0547197 0.0610944
1 5 0.0505754 0.0868846 0.0938987
1 6 0 0 0
2 1 0 0 0
2 2 0.00789059 0.014396 0.0167111
2 3 0.0677845 0.110376 0.120686
2 4 0.112678 0.140712 0.144204
2 5 0.0406415 0.0353023 0.0315812
2 6 0 0 0
3 1 0.0221888 0.0390556 0.0438217
3 2 0.0514534 0.0773913 0.083778
3 3 0.0577445 0.0618709 0.060743
3 4 0.0401344 0.0289954 0.0249459
3 5 0.0135531 0.00626329 0.00464103
3 6 0 0 0
4 1 0.053494 0.0783785 0.0852726
4 2 0.0307793 0.0318816 0.0315025
4 3 0.0293119 0.0221979 0.0193542
4 4 0.0189814 0.0102127 0.00782468
4 5 0.00721959 0.00203905 0.00134013
4 6 0 0 0
5 1 0.0640982 0.06614 0.0651656
5 2 0.0315907 0.0232945 0.0205023
5 3 0.0271278 0.0159929 0.0126904
5 4 0.0191388 0.00707171 0.00495493
5 5 0.00816995 0.00140038 0.000865902
5 6 0 0 0
6 1 0.0507618 0.0343913 0.0296014
6 2 0.0220827 0.0119113 0.00915431
6 3 0.0206275 0.00802901 0.005585
6 4 0.0159364 0.00333183 0.00203025
6 5 0.00786032 0.000769946 0.000435111
6 6 0 0 0
7 1 0.0183774 0.00926968 0.00687156
7 2 0.00882609 0.00318254 0.00212409
7 3 0.00864167 0.00201047 0.00122721
7 4 0.00742694 0.000907201 0.000470824
7 5 0.00389061 0.000213067 0.000101575
7 6 0 0 0
8 1 0.00915024 0.00361781 0.0024448
8 2 0.00463879 0.00119449 0.000722433
8 3 0.00461189 0.000784884 0.00041422
8 4 0.00431544 0.000354905 0.000186894
8 5 0.00215477 8.81493e-05 3.63435e-05
8 6 0 0 0
9 1 0.00824191 0.00284961 0.00171047
9 2 0.00514686 0.00119082 0.000665941
9 3 0.00562074 0.000822171 0.000421633
9 4 0.00535084 0.000410663 0.000183022
9 5 0.00250055 9.37972e-05 3.46849e-05
9 6 0 0 0
