0	1	0.852528	0	0.147472	0.834734	0	0.165266	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0.963062	0	0.0369383	0.957917	0	0.0420831	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0.969642	7.57195e-15	0.0303579	0.970252	1.43532e-10	0.0297479	0.108509	0.868134	0.0233572	0.1281	0.0130533	0.858847	0.134606	1.73258e-07	0.865394	0.174275	0	0.825725
3	1	0.97765	0.000564781	0.0217852	0.977185	0.000168876	0.0226458	0.102884	0.543538	0.345451	0.0837253	0.516819	0.394952	0.165706	0.0188139	0.812348	0.161581	0.0144505	0.823968
4	1	0.982205	0.000379149	0.0174159	0.979681	0.000505155	0.0197179	0.0794978	0.79526	0.116	0.0537153	0.820284	0.121269	0.130372	0.0199326	0.846741	0.127665	0.014345	0.855596
5	1	0.982082	0.000654432	0.0168006	0.98029	0.00104284	0.0184384	0.0263507	0.911313	0.0567929	0.0225693	0.928749	0.0459784	0.183527	0.0353897	0.775949	0.176885	0.0351	0.784451
6	1	0.979996	0.00252055	0.0167044	0.981005	0.00168306	0.0166099	0.0347538	0.933002	0.0322203	0.0498112	0.903743	0.0425966	0.158431	0.0569727	0.774282	0.167551	0.0516093	0.774532
7	1	0.983097	0.00239807	0.0140193	0.983021	0.00155991	0.0148176	0.0202167	0.957296	0.0173356	0.0410951	0.93211	0.0249445	0.159384	0.0565145	0.771678	0.157948	0.0523262	0.778606
8	1	0.983894	0.00257625	0.0118693	0.981908	0.00188745	0.0150153	0.0164777	0.953953	0.0257424	0.0126877	0.956928	0.025534	0.118043	0.0427864	0.827362	0.0976569	0.0297084	0.861957
9	1	0.98503	0.00426164	0.0065877	0.982428	0.00456905	0.00819345	0.00992095	0.976107	0.00720565	3.56683e-07	0.986855	0.00932221	0.0758678	0.0232269	0.890631	0.0557914	0.0178473	0.916404
10	1	0.975361	0.0105354	0.00607439	0.973908	0.00881452	0.00392446	0.00416581	0.981265	0.00198902	0.0108759	0.971122	0.00759682	0.0318234	0.00948657	0.943044	0.042696	0.0193288	0.93383
11	1	0.956496	0.0115536	0.00487236	0.953888	0.0139313	0.00597451	0.0158412	0.949368	0.0122438	0.0208207	0.943788	0.00339731	0.0338077	0.00255503	0.958311	0.0295012	0.00908166	0.948102
12	1	0.877892	0.0364746	0.00392379	0.876877	0.0345899	0.00560466	0.0275572	0.934736	0.0088485	0.0396974	0.910734	0.011604	0.0124895	0.0145861	0.963718	0.013794	0.00454746	0.970591
13	1	0.727333	0.0793799	0.0029294	0.736548	0.0726872	0.00340627	0.0180846	0.8876	0.00474514	0.0493697	0.857253	0.0129628	0.00200512	0.00690239	0.972624	0.0111642	0.00960055	0.965299
14	1	0.598014	0.0781704	0.00419822	0.601275	0.0933778	0.00155768	0.0472709	0.76233	0.00966011	0.0338782	0.783036	0.022083	0.0171349	0.0138925	0.965744	0.00486547	0.00192749	0.98066
