0	0	0	0	0	0
0	0	1	0	0	0
0	0	2	0	0	0
0	0	3	0	0	0
0	0	4	0	0	0
0	0	5	0	0	0
0	0	6	0	0	0
0	0	7	0	0	0
0	0	8	0	0	0
0	0	9	0	0	0
0	0	10	0	0	0
0	0	11	0	0	0
0	1	0	0	0	0
0	1	1	0	0	0
0	1	2	0	0	0
0	1	3	0	0	0
0	1	4	0	0	0
0	1	5	0	0	0
0	1	6	0	0	0
0	1	7	0	0	0
0	1	8	0	0	0
0	1	9	0	0	0
0	1	10	0	0	0
0	1	11	0	0	0
0	2	0	0	0	0
0	2	1	0	0	0
0	2	2	0	0	0
0	2	3	0	0	0
0	2	4	0	0	0
0	2	5	0	0	0
0	2	6	0	0	0
0	2	7	0	0	0
0	2	8	0	0	0
0	2	9	0	0	0
0	2	10	0	0	0
0	2	11	0	0	0
0	3	0	0.319931	0.162833	0.00314788
0	3	1	0.217784	0.136644	0.00213744
0	3	2	0.153867	0.12738	0.011099
0	3	3	0.109238	0.132956	0.164768
0	3	4	0.0793029	0.11399	0.263911
0	3	5	0.0577805	0.127166	0.192031
0	3	6	0.0359329	0.0925394	0.188793
0	3	7	0.0171086	0.0632691	0.135942
0	3	8	0.00690433	0.0239772	0.0381707
0	3	9	0.00195092	0.0173037	0
0	3	10	0.000200627	0.00194179	0
0	3	11	0	0	0
0	4	0	0.389666	0.247106	0.0125623
0	4	1	0.259876	0.228477	0.0136295
0	4	2	0.179357	0.213774	0.0275557
0	4	3	0.110277	0.178588	0.416204
0	4	4	0.0477415	0.0985658	0.393706
0	4	5	0.0124643	0.0324738	0.129373
0	4	6	0.000613897	0.00101407	0.00696988
0	4	7	5.48122e-06	0	0
0	4	8	0	0	0
0	4	9	0	0	0
0	4	10	0	0	0
0	4	11	0	0	0
1	0	0	0	0	0
1	0	1	0	0	0
1	0	2	0	0	0
1	0	3	0	0	0
1	0	4	0	0	0
1	0	5	0	0	0
1	0	6	0	0	0
1	0	7	0	0	0
1	0	8	0	0	0
1	0	9	0	0	0
1	0	10	0	0	0
1	0	11	0	0	0
1	1	0	0	0	0
1	1	1	0	0	0
1	1	2	0	0	0
1	1	3	0.0572572	0.0334377	0.0458124
1	1	4	0.220005	0.0802959	0.171026
1	1	5	0.196619	0.102754	0.253733
1	1	6	0.150038	0.0797056	0.179273
1	1	7	0.114642	0.12541	0.25314
1	1	8	0.0883325	0.103883	0.0970157
1	1	9	0.0686324	0.127185	0
1	1	10	0.0452466	0.101485	0
1	1	11	0.0592272	0.245844	0
1	2	0	0.00124658	0.000118231	0
1	2	1	0.0950986	0.0246556	0
1	2	2	0.188054	0.0680632	0.00921632
1	2	3	0.185868	0.0842177	0.140997
1	2	4	0.144718	0.0850939	0.210334
1	2	5	0.108696	0.079899	0.15826
1	2	6	0.0816381	0.0820667	0.194874
1	2	7	0.0611977	0.083135	0.191353
1	2	8	0.045624	0.0810311	0.0926641
1	2	9	0.0343236	0.0979542	0.00230249
1	2	10	0.0239625	0.0990602	0
1	2	11	0.0295721	0.214705	0
1	3	0	0.236163	0.0985797	0.00196356
1	3	1	0.228925	0.122997	0.00284851
1	3	2	0.162398	0.114413	0.0131023
1	3	3	0.117457	0.093489	0.158788
1	3	4	0.0846585	0.0933482	0.210736
1	3	5	0.0628885	0.0971575	0.168036
1	3	6	0.0439599	0.0856887	0.178684
1	3	7	0.0283481	0.0817665	0.186374
1	3	8	0.0176209	0.0677533	0.0784759
1	3	9	0.00991456	0.0631179	0.000992484
1	3	10	0.00513577	0.0489152	0
1	3	11	0.00253111	0.0327745	0
1	4	0	0.381848	0.252448	0.00540354
1	4	1	0.253509	0.215248	0.00559875
1	4	2	0.176661	0.202946	0.0154167
1	4	3	0.113531	0.179752	0.394846
1	4	4	0.0563055	0.104039	0.432733
1	4	5	0.016861	0.0432293	0.137483
1	4	6	0.00127099	0.00233869	0.00852029
1	4	7	1.25221e-05	0	0
1	4	8	0	0	0
1	4	9	0	0	0
1	4	10	0	0	0
1	4	11	0	0	0
2	0	0	0	0	0
2	0	1	0	0	0
2	0	2	0	0	0
2	0	3	0	0	0
2	0	4	0	0	0
2	0	5	0.00484119	0.00118325	0
2	0	6	0.101488	0.0313696	0.176473
2	0	7	0.196836	0.0890377	0.434795
2	0	8	0.207935	0.156709	0.345771
2	0	9	0.176762	0.163828	0.0429615
2	0	10	0.141457	0.173058	0
2	0	11	0.170681	0.384815	0
2	1	0	0	0	0
2	1	1	0	0	0
2	1	2	0	0	0
2	1	3	0.0200472	0.00397278	0.0149697
2	1	4	0.124747	0.0355112	0.113042
2	1	5	0.190966	0.0928174	0.170371
2	1	6	0.185069	0.10729	0.243348
2	1	7	0.14595	0.115537	0.291513
2	1	8	0.112822	0.121301	0.157449
2	1	9	0.0836662	0.110164	0.0071436
2	1	10	0.0611764	0.123472	0.00105454
2	1	11	0.0755559	0.289934	0.00110901
2	2	0	0.00073166	6.8088e-05	0
2	2	1	0.0642688	0.0143878	0.000382857
2	2	2	0.158094	0.0485976	0.00861486
2	2	3	0.194286	0.0838398	0.148215
2	2	4	0.159412	0.0771806	0.193461
2	2	5	0.118596	0.0758145	0.169762
2	2	6	0.0894133	0.08115	0.162433
2	2	7	0.0672401	0.0814667	0.20503
2	2	8	0.0503561	0.0836088	0.10711
2	2	9	0.0380742	0.0949892	0.0048666
2	2	10	0.0271608	0.102935	0.000125597
2	2	11	0.0323662	0.255962	0
2	3	0	0.229535	0.0993414	0.00162576
2	3	1	0.228986	0.126124	0.00115365
2	3	2	0.163103	0.110348	0.0112967
2	3	3	0.117442	0.097053	0.165979
2	3	4	0.0856924	0.0868387	0.220295
2	3	5	0.0637344	0.0782144	0.143363
2	3	6	0.045557	0.0765492	0.163198
2	3	7	0.0289978	0.0772376	0.198671
2	3	8	0.0178828	0.0729571	0.0927704
2	3	9	0.0108747	0.0629987	0.000928448
2	3	10	0.00553483	0.0576998	0.00071924
2	3	11	0.00266089	0.0546382	0
2	4	0	0.37752	0.265193	0.00376771
2	4	1	0.250497	0.228314	0.00198772
2	4	2	0.181637	0.213973	0.01981
2	4	3	0.114252	0.15146	0.444325
2	4	4	0.0568945	0.106172	0.411682
2	4	5	0.0179992	0.0317455	0.105634
2	4	6	0.00119995	0.00314362	0.0127933
2	4	7	0	0	0
2	4	8	0	0	0
2	4	9	0	0	0
2	4	10	0	0	0
2	4	11	0	0	0
3	0	0	0	0	0
3	0	1	0	0	0
3	0	2	0	0	0
3	0	3	0	0	0
3	0	4	0	0	0
3	0	5	0.00225491	0.000363753	0
3	0	6	0.052722	0.0107805	0.112399
3	0	7	0.133935	0.049093	0.460258
3	0	8	0.184008	0.0878567	0.35156
3	0	9	0.200222	0.158854	0.0757836
3	0	10	0.183364	0.204165	0
3	0	11	0.243495	0.488887	0
3	1	0	0	0	0
3	1	1	0	0	0
3	1	2	6.29802e-05	0	0
3	1	3	0.0197548	0.00487003	0.0094076
3	1	4	0.112714	0.0312438	0.086511
3	1	5	0.183293	0.0589374	0.170097
3	1	6	0.190221	0.0861686	0.258631
3	1	7	0.149704	0.101631	0.286883
3	1	8	0.115821	0.1252	0.167047
3	1	9	0.0866398	0.122485	0.0214237
