0.004	0.3	0.2	0.00865392	0.44343	1.14931	0.223669	0.373017	0.00756807	0.0280443	1	0.00865392	0.44343	1.14931	0.223564	0.335234	0.00751828	0.0251342	1
0.004	0.3	0.25	0.00875368	0.435059	1.13793	0.27374	0.289177	0.0063816	0.021569	1	0.00875368	0.435059	1.13793	0.273658	0.259245	0.00638998	0.0193518	1
0.004	0.3	0.3	0.00875368	0.435059	1.13793	0.323956	0.223421	0.00571266	0.016668	1	0.00875368	0.435059	1.13793	0.323776	0.208708	0.00585663	0.0155898	1
0.004	0.3	0.35	0.00875368	0.435059	1.13793	0.374003	0.169817	0.00505771	0.0125462	1	0.00875368	0.435059	1.13793	0.373806	0.136343	0.004661	0.0101258	1
0.004	0.3	0.4	0.00875372	0.435055	1.13792	0.423865	0.127682	0.0043508	0.00964369	1	0.00875372	0.435055	1.13792	0.423857	0.111682	0.00438051	0.00872623	1
0.004	0.3	0.45	0.00879773	0.431796	1.13247	0.474167	0.0972703	0.00402051	0.00757942	1	0.00879773	0.431796	1.13247	0.474014	0.0805733	0.00377175	0.00658927	1
0.004	0.3	0.5	0.00902677	0.411674	1.10513	0.524263	0.0760566	0.00458346	0.00717148	1	0.00902677	0.411674	1.10513	0.52412	0.057111	0.00418536	0.00620785	1
0.004	0.3	0.55	0.00928584	0.388992	1.07552	0.574239	0.0560501	0.00522869	0.00567405	1	0.00928584	0.388992	1.07552	0.573738	0.0500738	0.00545094	0.00572436	1
0.004	0.3	0.6	0.00953292	0.369024	1.04833	0.623962	0.0551457	0.0088763	0.00581857	1	0.00953292	0.369024	1.04833	0.62382	0.0365345	0.0075816	0.00502746	1
0.004	0.3	0.65	0.0097704	0.351393	1.02346	0.675322	0.0361993	0.0161676	0.00540786	1	0.0097704	0.351393	1.02346	0.674802	0.0161159	0.0107567	0.00292129	1
0.004	0.5	0.2	0.00741011	0.598145	1.31782	0.223646	0.380527	0.00467917	0.0315704	1	0.00741011	0.598145	1.31782	0.223491	0.357974	0.00483521	0.0296835	1
0.004	0.5	0.25	0.00741011	0.598145	1.31782	0.273715	0.292882	0.00431255	0.0242446	1	0.00741011	0.598145	1.31782	0.273673	0.265583	0.00433797	0.021987	1
0.004	0.5	0.3	0.00742408	0.596568	1.31566	0.323829	0.214017	0.00390748	0.0176735	1	0.00742408	0.596568	1.31566	0.323733	0.196473	0.00393912	0.0163239	1
0.004	0.5	0.35	0.00764772	0.566099	1.28171	0.373956	0.160624	0.0043371	0.0132352	1	0.00764772	0.566099	1.28171	0.373787	0.140092	0.00427285	0.0114995	1
0.004	0.5	0.4	0.00791601	0.533232	1.24354	0.424023	0.115483	0.00551349	0.00928369	1	0.00791601	0.533232	1.24354	0.423974	0.101631	0.00560753	0.00848116	1
0.01	0.15	0.4	0.0184089	0.192668	1.08468	0.424338	0.128566	0.0117317	0.00868434	1	0.0184089	0.192668	1.08468	0.424	0.0835775	0.00950296	0.00580198	1
0.01	0.15	0.45	0.0187683	0.187626	1.065	0.474141	0.10561	0.00792618	0.00708708	1	0.0187683	0.187626	1.065	0.473928	0.0776075	0.00703355	0.00529215	1
0.01	0.15	0.5	0.0187684	0.187624	1.06499	0.52375	0.093514	0.00762781	0.00647126	1	0.0187684	0.187624	1.06499	0.524161	0.0529695	0.0056068	0.0043785	1
0.01	0.15	0.55	0.0187684	0.187624	1.06499	0.574568	0.0581039	0.00542812	0.00424739	1	0.0187684	0.187624	1.06499	0.574447	0.0386463	0.00462921	0.00333975	1
0.01	0.15	0.6	0.0187684	0.187624	1.06499	0.624123	0.049598	0.00507804	0.00341358	1	0.0187684	0.187624	1.06499	0.624396	0.0288498	0.00407215	0.00193012	1
0.01	0.15	0.65	0.0187684	0.187624	1.06499	0.674336	0.0344769	0.00427608	0.00220282	1	0.0187684	0.187624	1.06499	0.674262	0.0202792	0.00324925	0.0012824	1
0.01	0.15	0.7	0.0187684	0.187624	1.06499	0.724099	0.0330453	0.00481474	0.00213351	1	0.0187684	0.187624	1.06499	0.72403	0.0162815	0.00313533	0.00105999	1
0.01	0.15	0.75	0.0187684	0.187624	1.06499	0.794733	0.0235923	0.002613	0.00152085	1	0.0187684	0.187624	1.06499	0.795241	0.0102643	0.00181427	0.000701838	1
0.01	0.2	0.3	0.0154179	0.275121	1.27491	0.323875	0.233976	0.0056462	0.0158288	1	0.0154179	0.275121	1.27491	0.323822	0.178903	0.00505196	0.0120529	1
0.01	0.2	0.35	0.0159811	0.259241	1.23668	0.373846	0.180842	0.00383478	0.011986	1	0.0159811	0.259241	1.23668	0.373808	0.123183	0.00317785	0.00821446	1
0.01	0.2	0.4	0.0162091	0.253635	1.22211	0.423925	0.137205	0.00307376	0.00937463	1	0.0162091	0.253635	1.22211	0.423923	0.0961921	0.00264776	0.0068311	1
0.01	0.2	0.45	0.016212	0.253581	1.22194	0.474024	0.103877	0.00262695	0.00712615	1	0.016212	0.253581	1.22194	0.473927	0.0693533	0.00219307	0.00506406	1
0.01	0.2	0.5	0.016212	0.253581	1.22194	0.524069	0.0823803	0.00232732	0.00583142	1	0.016212	0.253581	1.22194	0.523932	0.0545393	0.00194	0.00420694	1
0.01	0.2	0.55	0.016212	0.253581	1.22194	0.574006	0.0622022	0.00202221	0.0048349	1	0.016212	0.253581	1.22194	0.573902	0.0425694	0.00169853	0.00368983	1
0.01	0.2	0.6	0.016212	0.253581	1.22194	0.624257	0.0512428	0.00184389	0.00350789	1	0.016212	0.253581	1.22194	0.624162	0.0335206	0.00156384	0.00252205	1
