0	0	0	0	0
0	1	0	0	0
0	2	0	0	0
0	3	0.0282865	0.0509047	0.055828
0	4	0.0466893	0.0761141	0.0821806
1	0	0	0	0
1	1	0.00790385	0.0167736	0.0171483
1	2	0.068271	0.114377	0.127748
1	3	0.107134	0.135997	0.138278
1	4	0.0387203	0.0329611	0.0306101
2	0	0.0208125	0.0370995	0.0481272
2	1	0.0505733	0.083934	0.0889606
2	2	0.0556677	0.062939	0.0610277
2	3	0.0415511	0.0281479	0.0234502
2	4	0.0137527	0.00583581	0.00431667
3	0	0.0493673	0.0820367	0.0873984
3	1	0.0296406	0.033067	0.033074
3	2	0.0294558	0.0219546	0.0201856
3	3	0.0216691	0.00952054	0.00732663
3	4	0.0067476	0.00201141	0.0012827
4	0	0.0588241	0.0717747	0.0675776
4	1	0.0310733	0.023701	0.0208329
4	2	0.0307919	0.0159275	0.0126488
4	3	0.0216193	0.00672399	0.00473333
4	4	0.00702492	0.00140937	0.000995111
5	0	0.0492004	0.0358101	0.0312405
5	1	0.0257818	0.0120052	0.00928
5	2	0.024672	0.00790404	0.00555045
5	3	0.0162192	0.00319831	0.00195631
5	4	0.00572247	0.000747476	0.0003815
6	0	0.0210945	0.00938514	0.00698213
6	1	0.0109133	0.00319995	0.0021883
6	2	0.00985202	0.00202394	0.00117576
6	3	0.00669736	0.000870552	0.000463642
6	4	0.00234799	0.000198295	9.13224e-05
7	0	0.0110055	0.00344335	0.00244638
7	1	0.00560996	0.00121607	0.000778001
7	2	0.00505463	0.000755365	0.000381892
7	3	0.00366587	0.000402064	0.000177711
7	4	0.00116589	7.56234e-05	3.33284e-05
8	0	0.0122653	0.00292566	0.00183256
8	1	0.00806809	0.00120025	0.000660228
8	2	0.0078688	0.000881167	0.000412365
8	3	0.00545661	0.000463364	0.000205651
8	4	0.00176227	8.36807e-05	3.14607e-05
