1 1 1 0 0 0
1 1 2 0 0 0
1 1 3 0 0 0
1 1 4 0 0 0
1 1 5 0 0 0
1 1 6 0 0 0
1 1 7 0 0 0
1 1 8 0 0 0
1 1 9 0 0 0
1 1 10 0 0 0
1 1 11 0 0 0
1 1 12 0 0 0
1 2 1 0 0 0
1 2 2 0 0 0
1 2 3 0 0 0
1 2 4 0 0 0
1 2 5 0 0 0
1 2 6 0 0 0
1 2 7 0 0 0
1 2 8 0 0 0
1 2 9 0 0 0
1 2 10 0 0 0
1 2 11 0 0 0
1 2 12 0 0 0
1 3 1 0 0 0
1 3 2 0 0 0
1 3 3 0 0 0
1 3 4 0 0 0
1 3 5 0 0 0
1 3 6 0 0 0
1 3 7 0 0 0
1 3 8 0 0 0
1 3 9 0 0 0
1 3 10 0 0 0
1 3 11 0 0 0
1 3 12 0 0 0
1 4 1 0.324521 0.159668 0.00562059
1 4 2 0.222188 0.147742 0.00298157
1 4 3 0.152963 0.135382 0.00941405
1 4 4 0.107714 0.125593 0.170283
1 4 5 0.0783208 0.119845 0.247925
1 4 6 0.0559868 0.113793 0.216574
1 4 7 0.0343362 0.094083 0.182844
1 4 8 0.016114 0.059101 0.125782
1 4 9 0.00602184 0.031442 0.0383953
1 4 10 0.0016567 0.0112172 0.000181888
1 4 11 0.000178106 0.0021335 0
1 4 12 0 0 0
1 5 1 0.394619 0.257129 0.0203738
1 5 2 0.259048 0.228877 0.00995617
1 5 3 0.177703 0.212362 0.0259794
1 5 4 0.109101 0.170654 0.400151
1 5 5 0.0468161 0.0959219 0.406394
1 5 6 0.0120758 0.0329235 0.128432
1 5 7 0.000636062 0.00213221 0.00871383
1 5 8 0 0 0
1 5 9 0 0 0
1 5 10 0 0 0
1 5 11 0 0 0
1 5 12 0 0 0
1 6 1 0 0 0
1 6 2 0 0 0
1 6 3 0 0 0
1 6 4 0 0 0
1 6 5 0 0 0
1 6 6 0 0 0
1 6 7 0 0 0
1 6 8 0 0 0
1 6 9 0 0 0
1 6 10 0 0 0
1 6 11 0 0 0
1 6 12 0 0 0
2 1 1 0 0 0
2 1 2 0 0 0
2 1 3 0 0 0
2 1 4 0 0 0
2 1 5 0 0 0
2 1 6 0 0 0
2 1 7 0 0 0
2 1 8 0 0 0
2 1 9 0 0 0
2 1 10 0 0 0
2 1 11 0 0 0
2 1 12 0 0 0
2 2 1 0 0 0
2 2 2 0 0 0
2 2 3 0 0 0
2 2 4 0.0518267 0.0182783 0.0408952
2 2 5 0.205302 0.0849528 0.19542
2 2 6 0.190009 0.1003 0.20788
2 2 7 0.149478 0.0999291 0.218329
